Location,lat,lon,CowTagID,Top_Plate_ID,Bottom_Plate_ID,Jamie_Plate_ID,Plate_Seep,Date,Time,DateTime,Tide,Day_Night,Salinity,Temperature,TA,pH,Phosphate_umolL,Silicate_umolL,NN_umolL,Ammonia_umolL,M_C,HIX,MarineHumic_Like,VisibleHumidic_Like,Tryptophan_Like,Tyrosine_Like,Lignin_Like,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,OmegaAragonite,OmegaCalcite
Varari,-17.54030996,-149.900112,V12,V12,V32,J12,Plate,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.44,27.75,2359.450571,8.050177363976998,0.22,0.88,0.44,0.26,1.276082203,1.010332664,0.007687157,0.00602403,0.016634224,0.018109768,0.029234285,10.354284207859706,393.07903916091556,394.29607659340763,393.07903916091556,394.29607659340763,393.07903916091556,394.2960783180828,1759.8212522464441,243.98412213325778,2014.1596585875618,3.88348827616036,5.828851979737661
Varari,-17.54030996,-149.900112,V12,V12,V32,J12,Plate,2021-08-05,00:00:00,2021-08-05T00:00:00Z,High,Night,36.38,27.02,2347.556318,8.035014375182898,0.24,0.85,0.5,0.51,1.220547419,1.051097717,0.009897489,0.008109058,0.01533125,0.018396842,0.016046046,10.985458185525124,409.6534953849595,410.9331146451017,409.6534953849595,410.9331146451017,409.6534953849595,410.933116546893,1778.078848006886,231.52104098971148,2020.5853471821226,3.6735644693860112,5.527265226253742
Varari,-17.54030996,-149.900112,V12,V12,V32,J12,Plate,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,36.28,28.35,2343.323603,8.058605818414089,0.23,4.18,0.75,0.26,1.856272241,1.227312444,0.019330354,0.010413534,0.038158053,0.077249426,0.038640175,9.888813617046724,380.48952117735274,381.65907168596624,380.48952117735274,381.65907168596624,380.48952117735274,381.659073281949,1730.4836976497184,249.10309297953887,1989.4756042463036,3.9819812004927027,5.966077221277383
Varari,-17.54030996,-149.900112,V12,V12,V32,J12,Plate,2021-08-06,06:40:00,2021-08-06T06:40:00Z,Low,Day,36.35,27.15,2371.094773,8.01428763601646,0.22,0.85,0.39,0.17,1.806669196,0.453892882,0.018386372,0.010176945,0.063500307,0.213719739,0.032875127,11.740715172576792,439.12988277228436,440.4994672765423,439.12988277228436,440.4994672765423,439.12988277228436,440.4994694559837,1815.7483834271927,226.32458324420355,2053.8136818439734,3.594205728107792,5.405800089703944
Varari,-17.54030996,-149.900112,V12,V12,V32,J12,Plate,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,36.28,27.31,2364.360097,8.023392074413712,0.19,1.61,0.58,0.76,1.554339948,0.57176654,0.017441521,0.011221175,0.0768341,0.207021455,0.03147445,11.367421298622707,426.6606921979715,427.9887955499541,426.6606921979715,427.9887955499541,426.6606921979715,427.98879760055394,1799.6717413045556,230.05013178447982,2041.0892943876581,3.6581837694304835,5.4996689997625365
Varari,-17.540749,-149.899133,V13,V13,V33,J13,Plate,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.43,27.66,2353.16399,8.056779486098405,0.22,1.63,0.53,0.35,1.145337574,1.151916363,0.009905373,0.008648431,0.015352756,0.019141076,0.016892954,10.15627596183158,384.7136308442024,385.90605075535154,384.7136308442024,385.90605075535154,384.7136308442024,385.90605241048513,1749.5860674873254,245.4238695730968,2005.166213022254,3.9049509801139854,5.862865570380331
Varari,-17.540749,-149.899133,V13,V13,V33,J13,Plate,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,36.52,28.36,2332.892346,8.070331980923482,0.24,1.89,0.59,0.38,1.984553449,1.61107823,0.022200206,0.011186499,0.039340803,0.056020791,0.034427794,9.477058218379028,365.17484832378267,366.29716930457255,365.17484832378267,366.29716930457255,365.17484832378267,366.29717077435606,1707.112801798729,253.90488538288528,1970.4947453999932,4.051364993158799,6.067986922910786
Varari,-17.540749,-149.899133,V13,V13,V33,J13,Plate,2021-08-06,06:40:00,2021-08-06T06:40:00Z,Low,Day,36.4,27.02,2356.104421,7.992356988965228,0.2,2.33,0.35,0.2,1.402060522,1.175143245,0.008638926,0.006161592,0.010699065,0,0.02407684,12.446035474113915,464.1666313158962,465.6166230114256,464.1666313158962,465.6166230114256,464.1666313158962,465.6166254530633,1826.2906826265623,215.64770955785485,2054.3844276585314,3.4211812940234534,5.147400545895127
Varari,-17.540749,-149.899133,V13,V13,V33,J13,Plate,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,36.57,27.22,2368.647558,8.024186752224807,0.21,1.07,0.55,0.49,2.000585438,0.600674017,0.021697327,0.010845489,0.069755626,0.196349479,0.048355273,11.34657738336291,425.5838779278428,426.9100701438538,425.5838779278428,426.9100701438538,425.5838779278428,426.9100721879314,1800.4602920455409,231.30331465865194,2043.1101840875558,3.6683453150359915,5.514580393091634
Varari,-17.54039696,-149.899396,V14,V14,V34,J14,Plate,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.38,27.64,2335.097209,8.030433793873732,0.22,3.07,0.47,0.45,1.26817516,1.362954781,0.010880284,0.008579481,0.017483767,0.020414453,0.028217149,10.88280884699544,411.93225254278445,413.20938538371854,411.93225254278445,413.20938538371854,411.93225254278445,413.2093872821359,1763.1042505746132,232.3361131563385,2006.3231725779467,3.6977643389119175,5.552506429303563
Varari,-17.54039696,-149.899396,V14,V14,V34,J14,Plate,2021-08-05,00:00:00,2021-08-05T00:00:00Z,High,Night,36.29,26.97,2307.005078,8.049601153134208,0.22,1.45,0.47,0.32,1.247032385,1.180063499,0.012385933,0.009932327,0.018903598,0.021629762,0.012156475,10.371054927531766,386.0958182768531,387.302548404814,386.0958182768531,387.302548404814,386.0958182768531,387.3025500959131,1733.2106738976204,232.4976863653432,1976.0794151904956,3.6906761455912753,5.5545319094286985
Varari,-17.54039696,-149.899396,V14,V14,V34,J14,Plate,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,36.28,28.32,2316.281087,8.093790972368412,0.23,3.66,0.6,0.69,2.630905795,2.207360452,0.034820762,0.013235275,0.037008302,0.059677157,0.045290901,8.819757686310155,339.115231310657,340.15793165051736,339.115231310657,340.15793165051736,339.115231310657,340.15793291905817,1672.7411778409553,260.8281069447614,1942.389042472027,4.1687649262518125,6.246551643400113
Varari,-17.54039696,-149.899396,V14,V14,V34,J14,Plate,2021-08-06,06:40:00,2021-08-06T06:40:00Z,Low,Day,36.36,26.86,2389.816955,7.977817190365185,0.2,1.47,0.45,0.21,1.217055826,1.235279863,0.008403645,0.006904897,0.011854015,0,0.019309564,13.22260140460037,491.11641094391797,492.65361268024117,491.11641094391797,492.65361268024117,491.11641094391797,492.65361542274644,1870.2196910736159,212.13567932482212,2095.5779718030385,3.3638782031523915,5.064035226381916
Varari,-17.54039696,-149.899396,V14,V14,V34,J14,Plate,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,36.35,27.05,2382.973932,8.023751142472964,0.22,2.33,0.44,0.34,1.833160885,0.634885885,0.024000458,0.01309239,0.080197719,0.218383297,0.029484757,11.519119460164777,429.80042634231063,431.14252187721996,429.80042634231063,431.14252187721996,429.80042634231063,431.142523969376,1817.340123875985,230.67300880618708,2059.5322521423373,3.6614755055212695,5.50875063243602
Varari,-17.54014299,-149.900183,V15,V15,V35,J15,Plate,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.43,27.59,2315.246435,8.061433651634532,0.22,1.22,0.53,0.4,1.259699972,1.216317761,0.010613314,0.008425271,0.016015341,0.01689377,0.021501793,9.86970249980835,373.232152752624,374.38994857637834,373.232152752624,374.38994857637834,373.232152752624,374.3899501364553,1716.3251587987465,242.73504727003217,1968.9299085685875,3.860823760061846,5.797938886774647
Varari,-17.54014299,-149.900183,V15,V15,V35,J15,Plate,2021-08-05,00:00:00,2021-08-05T00:00:00Z,High,Night,36.44,26.87,2313.6248650000002,7.982300802952059,0.18,0.65,0.4,0.47,1.197810136,0.955374895,0.009400002,0.007847656,0.017893266,0.015976805,0,12.607294859736358,468.5682082479674,470.03461779925726,468.5682082479674,470.03461779925726,468.5682082479674,470.0346202951873,1803.0836070016605,207.08563961587427,2022.776541477271,3.281967072039394,4.940079491198772
Varari,-17.54014299,-149.900183,V15,V15,V35,J15,Plate,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,36.15,28.17,2340.611163,8.062723405526853,0.28,7.61,1.08,0.26,2.076372629,1.544297526,0.019104125,0.009200721,0.031616288,0.049575765,0.027178196,9.824819288332934,376.17302580761014,377.331812289201,376.17302580761014,377.331812289201,376.17302580761014,377.3318138550089,1728.3337656493852,248.811423109675,1986.9700080473929,3.977611301108383,5.9641117312245635
Varari,-17.54014299,-149.900183,V15,V15,V35,J15,Plate,2021-08-06,06:40:00,2021-08-06T06:40:00Z,Low,Day,36.45,26.94,2349.333824,7.9955474484653,0.19,1,0.41,0.15,1.32171311,0.957228196,0.008299649,0.006279463,0.018063388,0.011543927,0.029205378,12.316018837073091,458.54474314319543,459.9785512668938,458.54474314319543,459.9785512668938,458.54474314319543,459.97855365370486,1818.4866154229107,215.9202876821462,2046.7229219421301,3.422877014555917,5.150960155993727
Varari,-17.54014299,-149.900183,V15,V15,V35,J15,Plate,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,36.45,27.11,2376.479103,8.029064040897387,0.22,1.18,0.39,0.34,2.079560419,0.605945325,0.021620408,0.010396624,0.068866392,0.202194234,0.021082981,11.279915133243062,421.70227454988714,423.01811474776764,421.70227454988714,423.01811474776764,421.70227454988714,423.01811675931646,1804.8342062099962,232.92840223611708,2049.042523579356,3.695542659031275,5.5582429316267294
Varari,-17.54029797,-149.900492,V16,V16,V36,J16,Plate,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.43,27.64,2363.988112,8.05132875496369,0.21,1.37,0.47,0.3,1.323041074,0.840076132,0.007631433,0.0057681,0.01450784,0.018363288,0.017124867,10.373421715745595,392.75090002529583,393.9685368362524,392.75090002529583,393.9685368362524,392.75090002529583,393.96853856198334,1764.0559312751518,244.1901124813009,2018.6194654721983,3.8849334976649494,5.833192781835845
Varari,-17.54029797,-149.900492,V16,V16,V36,J16,Plate,2021-08-05,00:00:00,2021-08-05T00:00:00Z,High,Night,36.49,26.91,2321.911981,8.032938945702384,0.19,0.66,0.32,0.86,1.447438117,0.808535059,0.009795584,0.006767532,0.01595428,0.019412742,0.037096285,10.941447438731698,407.1540484977606,408.42755130161635,407.1540484977606,408.42755130161635,407.1540484977606,408.4275531845677,1760.3092835970983,227.75860494599385,1999.0093359818238,3.608921178688923,5.431191088122479
Varari,-17.54029797,-149.900492,V16,V16,V36,J16,Plate,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,36.4,28.16,2340.260957,8.088842451372694,0.21,1.25,0.44,0.36,1.878607236,1.724238393,0.023615941,0.012570984,0.04527247,0.066873275,0.037033074,9.072540952978501,347.7268228063727,348.79807540934195,347.7268228063727,348.79807540934195,347.7268228063727,348.798076747562,1697.740360173365,260.91156761586944,1967.724468742213,4.162814422646186,6.2399831789770515
Varari,-17.54029797,-149.900492,V16,V16,V36,J16,Plate,2021-08-06,06:40:00,2021-08-06T06:40:00Z,Low,Day,36.48,27.09,2356.432356,8.007913435254947,0.19,0.96,0.3,0.02,1.512440982,0.808689897,0.007699868,0.005091021,0.015445394,0.016228205,0.012258182,11.876944360894333,443.8755705024556,445.260969048807,443.8755705024556,445.260969048807,443.8755705024556,445.26097127838733,1809.7503279652515,222.44682397462483,2044.0740963007706,3.5280941842575504,5.3065423551916435
Varari,-17.54029797,-149.900492,V16,V16,V36,J16,Plate,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,36.59,27.21,2362.729916,8.047359459915647,0.21,1,0.32,0.31,2.771005698,0.811665332,0.030256433,0.010918936,0.073149533,0.202283118,0.041785414,10.588785354829234,397.10553245904066,398.3430899774669,397.10553245904066,398.3430899774669,397.10553245904066,398.34309175749576,1772.2275220792235,240.17328713422702,2022.9895945682797,3.8082449113953003,5.72493984764402
Varari,-17.54031901,-149.899572,V17,V17,V37,J20,Plate,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.28,27.61,2361.397676,8.04095072138644,0.21,2.7,0.5,0.32,1.188061897,1.14229981,0.011265667,0.00948239,0.017551844,0.025572462,0.027471622,10.707026474925657,404.78165589766934,406.03706364990694,404.78165589766934,406.03706364990694,404.78165589766934,406.03706548412754,1774.8618828991991,238.8261411252666,2024.3950504993911,3.8033964798692534,5.712408040128516
Varari,-17.54031901,-149.899572,V17,V17,V37,J20,Plate,2021-08-05,00:00:00,2021-08-05T00:00:00Z,High,Night,36.02,26.98,2314.889032,8.040525921742926,0.21,1.25,0.51,0.33,1.315364979,0.914628223,0.012763835,0.009703645,0.019711691,0.026145082,0.019068129,10.720300229811569,398.6437476319462,399.8895632525203,398.6437476319462,399.8895632525203,398.6437476319462,399.8895650549547,1751.339681691162,228.77169201924258,1990.831673940216,3.6390381732423576,5.47858512278099
Varari,-17.54031901,-149.899572,V17,V17,V37,J20,Plate,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,37.05,28.31,2355.897908,8.075424710541673,0.29,7.39,0.99,0.3,1.896457809,1.715735979,0.024051568,0.012682364,0.03780173,0.062886604,0.03046699,9.375352449023776,361.79674270127316,362.90934683409245,361.79674270127316,362.90934683409245,361.79674270127316,362.9093482783041,1713.5914889344076,260.4282243765781,1983.3950657600096,4.136858086806193,6.193326812245568
Varari,-17.54031901,-149.899572,V17,V17,V37,J20,Plate,2021-08-06,06:40:00,2021-08-06T06:40:00Z,Low,Day,36.34,26.88,2385.194946,7.976218122393377,0.21,1.69,0.39,0.11,1.244976915,1.210505305,0.008229436,0.006610111,0.011135991,4.68437e-4,0.009232639,13.251581141141878,492.38169158422136,493.9224827211664,492.38169158422136,493.9224827211664,492.38169158422136,493.92248547667646,1867.8544513092777,211.148557913526,2092.254590363945,3.3490544833477154,5.04152231673993
Varari,-17.54031901,-149.899572,V17,V17,V37,J20,Plate,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,36.46,27.05,2349.779191,8.01670253451603,0.22,2.06,0.41,0.24,2.472934781,0.660344616,0.031598477,0.012777723,0.079111752,0.240831641,0.039809398,11.56469981633174,431.74370563421115,433.0918722993298,431.74370563421115,433.0918722993298,431.74370563421115,433.09187441044804,1796.5987411700207,224.917644850887,2033.0810858372397,3.567134870922688,5.366084599914528
Varari,-17.54019697,-149.899906,V18,V18,V38,J17,Plate,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.46,27.66,2382.01882,8.047992110464321,0.22,1.28,0.51,0.32,1.135419816,1.150810638,0.008210556,0.007231295,0.015240176,0.021049432,0.035155424,10.547530434652014,399.59502452566716,400.8335907719334,399.59502452566716,400.8335907719334,399.59502452566716,400.8335925575948,1780.979713202954,244.98643436370256,2036.5136780013086,3.897089013844882,5.850844834476989
Varari,-17.54019697,-149.899906,V18,V18,V38,J17,Plate,2021-08-05,00:00:00,2021-08-05T00:00:00Z,High,Night,36.47,27.01,2320.524277,8.042210957050425,0.21,0.88,0.47,0.32,1.517061889,0.814512272,0.013641037,0.008991747,0.019875169,0.021383666,0.021091682,10.62117169481871,396.1552786404733,397.39286440454197,396.1552786404733,397.39286440454197,396.1552786404733,397.3928661834343,1748.660850265357,231.8733947944035,1991.155416754579,3.6764576935099837,5.531185180113663
Varari,-17.54019697,-149.899906,V18,V18,V38,J17,Plate,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,36.13,28.3,2358.4544,8.06491147928196,0.31,7.67,1.09,0.48,2.231542494,1.466412087,0.027790545,0.012453514,0.042225202,0.082021269,0.034285325,9.808086099353316,376.6521916277356,377.8106391056118,376.6521916277356,377.8106391056118,376.6521916277356,377.81064067118604,1737.9496870862,252.5319854540928,2000.2897586396462,4.040409604473588,6.055830354874567
Varari,-17.54019697,-149.899906,V18,V18,V38,J17,Plate,2021-08-06,06:40:00,2021-08-06T06:40:00Z,Low,Day,36.39,27.03,2357.708236,7.994995663555694,0.2,0.95,0.34,0.12,1.471335048,0.9814641,0.008680683,0.005899868,0.012401301,0.020703745,0.023302061,12.361032959311727,461.08466841747406,462.52485302856394,461.08466841747406,462.52485302856394,461.08466841747406,462.5248554373839,1825.0783011551507,216.8486116430729,2054.2879457575355,3.4406616591856056,5.176607625179157
Varari,-17.54019697,-149.899906,V18,V18,V38,J17,Plate,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,36.57,27.23,2365.935001,8.026428758568187,0.22,1.33,0.31,0.2,1.821678089,0.481185134,0.018688717,0.010259067,0.079158781,0.225824577,0.039984258,11.257374258060553,422.33996960321645,423.65588913624214,422.33996960321645,423.65588913624214,422.33996960321645,423.6558911488585,1795.8842714611485,231.99385141791385,2039.1354971371231,3.679476141904099,5.531134184981665
Varari,-17.54050802,-149.89978,V19,V19,V39,J18,Plate,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.43,27.55,2359.378322,8.050684246625515,0.22,1.21,0.47,0.34,1.345040311,0.933006592,0.007657529,0.005693159,0.014386242,0.01558453,0.001731917,10.397200337814436,392.80309769611415,394.0222207162031,392.80309769611415,394.0222207162031,392.80309769611415,394.02222244561966,1762.554115304437,242.8262788977069,2015.7775945399578,3.8615078426028733,5.799722922276824
Varari,-17.54050802,-149.89978,V19,V19,V39,J18,Plate,2021-08-05,00:00:00,2021-08-05T00:00:00Z,High,Night,36.27,26.74,2326.363311,8.047760208757431,0.2,0.7,0.33,0.44,1.41895702,0.8691698,0.010022835,0.007063523,0.015183383,0.017624914,0.02115109,10.588063361602602,391.9362959899822,393.1647055568015,391.9362959899822,393.1647055568015,391.9362959899822,393.16470730779787,1754.176585297271,232.25796184704097,1997.0226105059146,3.6833252007960193,5.547691823115732
Varari,-17.54050802,-149.89978,V19,V19,V39,J18,Plate,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,36.52,27.95,2317.13505,8.09779178367134,0.22,1.1,0.38,0.15,2.022733439,1.174045422,0.016943714,0.008376642,0.037981879,0.087997918,0.031175297,8.781212056132455,335.0900513247588,336.1249749879352,335.0900513247588,336.1249749879352,335.0900513247588,336.1249762360791,1672.4790047545905,261.0871817727349,1942.3473985834578,4.157307801609687,6.235124353821887
Varari,-17.54050802,-149.89978,V19,V19,V39,J18,Plate,2021-08-06,06:40:00,2021-08-06T06:40:00Z,Low,Day,36.44,26.91,2348.306475,8.023561435928851,0.19,0.81,0.26,0.08,1.514519979,0.902033858,0.007364835,0.004862818,0.011502241,0.011653405,0.011009082,11.380036231795698,423.36654297122817,424.6907803944669,423.36654297122817,424.6907803944669,423.36654297122817,424.6907824303639,1791.1116668257434,226.54245624120696,2029.0341592987459,3.59101808323881,5.404575670925499
Varari,-17.54050802,-149.89978,V19,V19,V39,J18,Plate,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,36.63,27.03,2369.352141,8.04369093087045,0.19,1.29,0.23,0.14,1.781130751,0.597586142,0.019468076,0.010930178,0.073283634,0.22299129,0.032750595,10.780163660876411,402.6094166861231,403.8668701383121,402.6094166861231,403.8668701383121,402.6094166861231,403.86687197487873,1783.617405720738,238.33083296872496,2032.7284023503394,3.774570485222452,5.677350812735605
Varari,-17.54045103,-149.899509,V20,V20,V40,J19,Plate,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.29,27.69,2345.449179,8.062491473992123,0.2,1.77,0.46,0.26,1.264505195,1.145796317,0.010889194,0.008611427,0.016409964,0.01870176,0.02493983,9.96636545913554,377.522432876804,378.6921301551158,377.522432876804,378.6921301551158,377.522432876804,378.69213174795743,1738.7785711593992,246.63751555021284,1995.3824521687477,3.9290680429346794,5.899539729094558
Varari,-17.54045103,-149.899509,V20,V20,V40,J19,Plate,2021-08-05,00:00:00,2021-08-05T00:00:00Z,High,Night,36.39,27.01,2322.825798,8.046245757719845,0.19,0.75,0.38,0.43,1.300730194,1.055198812,0.011787135,0.009061937,0.017133361,0.022222069,0.023419443,10.521240584806803,392.26755192669305,393.492986931802,392.26755192669305,393.492986931802,392.26755192669305,393.4929886759498,1747.358381716483,233.44862109644356,1991.328243397733,3.70368856376603,5.5727001717444296
Varari,-17.54045103,-149.899509,V20,V20,V40,J19,Plate,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,36.48,28.33,2316.749816,8.076786968432812,0.27,1.88,0.61,0.22,1.906718677,1.327944744,0.024221976,0.012703487,0.041743717,0.089989611,0.013251867,9.244638345032163,355.8949686324426,356.9891523973391,355.8949686324426,356.9891523973391,355.8949686324426,356.9891537942374,1688.7736168465854,254.43648398502683,1952.4547391766441,4.060497177524837,6.082571729754705
Varari,-17.54045103,-149.899509,V20,V20,V40,J19,Plate,2021-08-06,06:40:00,2021-08-06T06:40:00Z,Low,Day,36.49,26.97,2415.148268,7.997113704216858,0.19,0.95,0.34,0.11,1.340645078,1.065102528,0.009542482,0.007117828,0.014255655,0.018653614,0.02767878,12.603567606636009,469.6883392853967,471.1564776661858,469.6883392853967,471.1564776661858,469.6883392853967,471.1564801688602,1869.2552787580169,223.1913012293808,2105.0501475940337,3.5375743899376357,5.322792919728796
Varari,-17.54045103,-149.899509,V20,V20,V40,J19,Plate,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,36.53,27.16,2363.766285,8.021213679401516,0.19,1.07,0.32,0.23,2.264358254,0.583608704,0.025299781,0.011173047,0.072470915,0.216782414,0.031003672,11.443516851516144,428.5109816184689,429.84726911619873,428.5109816184689,429.84726911619873,428.5109816184689,429.847271191075,1800.9265937060904,229.08143514067453,2041.451545698281,3.6331651916009546,5.463014483741416
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-08,18:30:00,2021-08-08T18:30:00Z,Low,Night,29.44,27,2833.929859,7.743361952307488,1.07,164.27,12.7,1.1,1.627021638,2.302147814,0.053969258,0.033170584,0.065352268,0.111834813,0.05415009,32.25016834135182,1160.147319441292,1163.7752636402618,1160.147319441292,1163.7752636402618,1160.147319441292,1163.7752789014698,2501.964687529829,140.80004856836962,2675.0149044395503,2.3284393358021584,3.5616318989607327
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-06,19:00:00,2021-08-06T19:00:00Z,Low,Night,36.07,27.62,2388.442656,7.877819175317722,0.27,3.97,0.9,0.24,1.995887904,2.029799863,0.025656848,0.012854854,0.018434385,0.044163766,0.039399165,17.148558103882888,647.7687981865989,649.778142454598,647.7687981865989,649.778142454598,647.7687981865989,649.7781471511299,1949.8240902243494,179.43342047723712,2146.4060688054697,2.8622354028883445,4.299910792775616
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-08,07:30:00,2021-08-08T07:30:00Z,Low,Day,34.06,26.55,2570.178384,7.894333337752248,0.52,62.53,4.08,0.41,1.847050053,1.153078248,0.047551595,0.025744617,0.085316275,0.218288265,0.079533536,18.618470356173944,678.2699277027318,680.4013747897993,678.2699277027318,680.4013747897993,678.2699277027318,680.4013800547468,2121.261615598884,186.2677024195609,2326.147788374619,2.9967804211874505,4.532660969464895
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-04,18:45:00,2021-08-04T18:45:00Z,Low,Night,33.84,26.97,2526.410657,8.003793278792589,0.43,61.8,4.15,0.58,1.24062286,0.590968416,0.020538271,0.016554806,0.092004154,0.115255157,0.129671081,13.428059770259708,493.6793544653888,495.2225262603697,493.6793544653888,495.2225262603697,493.6793544653888,495.2225290252505,1980.2387428076297,226.0062737634037,2219.6730763412934,3.6491096808434533,5.514497833304666
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-04,23:51:00,2021-08-04T23:51:00Z,High,Night,35.86,26.47,2381.156393,8.037784458218706,0.2,3.03,0.35,0.4,1.232210549,0.636240959,0.016250699,0.013188249,0.071753492,0.042096001,0.087730948,11.309789673873908,415.0248293601804,416.3299025498208,415.0248293601804,416.3299025498208,415.0248293601804,416.32990452424656,1816.3623446011266,230.60428599502924,2058.2764202700296,3.6634032391096283,5.5254458372741615
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-05,02:51:00,2021-08-05T02:51:00Z,Mid,Night,36.05,26.35,2355.901122,7.987617269819688,0.25,6.11,0.64,0.44,1.179425794,0.611799309,0.014965175,0.012688526,0.042175185,0.073793202,0.050843366,12.897518150629322,472.3576147429447,473.8452374249965,472.3576147429447,473.8452374249965,472.3576147429447,473.84523998901886,1843.8508165597336,208.53251427921415,2065.280848989577,3.306283825410902,4.9874018404515805
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-05,06:45:00,2021-08-05T06:45:00Z,Low,Day,33.65,26.1,2570.64039,7.881105531755006,0.51,79.11,4.33,0.43,1.122091425,1.089745732,0.01826277,0.016275653,0.037677104,0.044851785,0.046655552,19.6184795869608,705.3203864209281,707.5490446350201,705.3203864209281,707.5490446350201,705.3203864209281,707.5490503818243,2142.1862951820417,177.76875469274123,2339.573529461744,2.860854544335031,4.336766699108935
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-05,08:51:00,2021-08-05T08:51:00Z,Mid,Day,34.93,26.08,2458.693077,7.955609702088455,0.33,41.25,1.99,0.27,1.119891841,0.98953413,0.013652507,0.012190915,0.033283475,0.019369924,0.041457822,15.055995372440695,544.6029965429109,546.3239209211566,544.6029965429109,546.3239209211566,544.6029965429109,546.3239243487013,1972.0530204045047,200.00983176095096,2187.1188475378963,3.1920705598449697,4.827377997230725
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-05,11:57:00,2021-08-05T11:57:00Z,High,Day,36.17,27.84,2361.47628,8.025575731104356,0.22,5.16,0.4,0.43,1.112584302,0.705555007,0.014986192,0.013469713,0.083147047,0.057296468,0.123388441,11.13721366666214,423.1306979433889,424.43940403154807,423.1306979433889,424.43940403154807,423.1306979433889,424.4394060262955,1788.0468257753403,233.60274713749874,2032.7867865795008,3.7276360137722717,5.595217935668678
Varari,-17.540302,-149.899331,VSEEP,VSEEP,NA,NA,Seep,2021-08-06,08:30:00,2021-08-06T08:30:00Z,Mid,Day,36.01,26.56,2402.134778,7.999342159218451,0.2,3.66,0.65,0.39,1.715520358,0.602443225,0.022905334,0.013351829,0.058838899,0.218519677,0.040213512,12.670862333470733,466.3557883039564,467.8207626787341,466.3557883039564,467.8207626787341,466.3557883039564,467.8207651671251,1867.83541181052,218.49822743251002,2099.004501576501,3.4687927959559692,5.229347793377428
Cabral,-17.517048,-149.912693,C1,C1,C21,NA,Plate,2021-08-09,07:00:00,2021-08-09T07:00:00Z,Low,Day,36.13,26.49,2330.112996,7.837550779733506,0.23,5.65,0.55,0.39,1.47011862,0.792528039,0.033023741,0.022463317,0.099785977,0.20024139,0.028748755,19.157192519107976,704.3141672823457,706.5291353850743,704.3141672823457,706.5291353850743,704.3141672823457,706.5291410692189,1944.8690399877544,156.7711252840676,2120.7973577909297,2.485804649320514,3.7476845151851834
Cabral,-17.517048,-149.912693,C1,C1,C21,NA,Plate,2021-08-09,13:00:00,2021-08-09T13:00:00Z,High,Day,36.17,27.57,2326.486827,8.03537226221219,0.21,4.67,0.38,0.16,1.456839083,1.025186201,0.022270027,0.015286538,0.064168747,0.124826237,0.017423717,10.739128880278036,405.3793285582793,406.6371983137301,405.3793285582793,406.6371983137301,405.3793285582793,406.63720015489906,1754.7424878891943,232.19725291787324,1997.6788696873452,3.7001786846055706,5.558905812421466
